Blog	years	most	than	make	into	would	today	two	his	don	day	because	had	see	any	many	post	way	these	still	use	know	then	read	back	work	take	were	only	well	want	much	world	also	video	year	while	need	last	could	best	week	those	made	may	before	too	why	very	right	even	something	think	being	around	going	down	google	through	should	things	where	good	free	next	off	might	top	said	using	same	every	few	between	look	long	got	great	better	news	story	her	big	used	little	online	internet	full	days	always	media	since	help	show	really	ever	three	working	company	times	live	real	doesn	own	say	life	site	lot	part	social	business	him	find	called	making	sure	without	let	email	thing	old	ago	different	come	blog	app	play	change	keep	never	end	friends	hard	does	both	did	makes	start	users	future	number	high	comes	buy	though	easy	actually	twitter	art	music	another	links	each	available	data	information	set	com	she	reading	everyone	money	instead	bad	left	says	didn	small	thanksgiving	web	including	home	yet	point	case	list	love	stop	black	recently	support	open	found	try	game	talk	almost	check	second	such	less	content	getting	book	away	night	month	during	isn	nbsp	holiday	already	looking	family	man	public	report	once	via	doing	told	early	bit	often	york	service	past	interesting	coming	later	however	friday	million	line	run	give	continue	means	based	page	everything	until	youtube	able	finally	far	process	stuff	deal	again	turn	happy	whole	recent	comments	space	digital	behind	idea	design	four	feature	done	least	under	course	quite	major	group	share	earlier	technology	problem	put	enough	short	store	team	community	anything	link	together	shows	feel	click	search	fact	months	important	add	place	nothing	whether	power	probably	house	phone	writing	hit	update	american	images	version	original	trying	pretty	won	questions	videos	several	example	project	having	system	government	started	weeks	website	must	simple	watch	along	five	network	mobile	facebook	control	went	itself	thought	changes	women	november	needs	call	image	hours	science	else	tell	create	program	fast	city	takes	latest	features	anyone	favorite	order	white	ways	view	photos	couple	become	thanks	guide	lost	across	school	released	action	customers	results	remember	article	user	software	according	minutes	took	amp	likely	photo	launch	against	either	believe	key	below	asked	san	side	tools	added	state	build	experience	sometimes	product	close	goes	local	press	president	person	seems	above	pay	secret	hand	head	someone	series	came	awesome	large	posted	face	android	reason	step	decided	single	amazon	known	six	gets	chance	running	please	text	following	wants	former	places	worth	cost	non	tuesday	yes	sites	services	access	level	platform	rather	kind	include	name	possible	hope	voice	question	starting	understand	national	value	tool	hear	apps	screen	owners	microsoft	move	interview	terms	happen	care	price	stories	human	film	taking	cool	given	creating	related	reports	review	device	marketing	write	yourself	building	mark	others	tech	saying	originally	books	john	america	learned	popular	party	personal	weekend	performance	entire	wrote	ability	wasn	industry	obama	david	half	written	companies	points	appeared	maybe	spent	center	reasons	due	drive	rest	items
Techdirt.	21	22	42	16	22	43	9	16	58	26	4	29	28	12	37	25	11	26	34	13	52	11	31	4	18	16	20	20	19	16	20	15	12	28	18	8	22	13	13	12	9	7	22	20	18	12	5	13	25	9	42	15	12	24	6	10	22	8	9	28	11	12	6	12	3	9	12	1	27	7	19	8	10	14	7	12	3	5	6	11	32	30	10	19	11	7	16	5	1	7	3	16	5	9	12	3	11	8	15	18	4	4	17	17	6	4	8	12	10	3	9	18	9	10	5	7	11	6	31	5	4	3	10	11	4	1	2	6	2	14	13	2	4	9	24	22	14	1	6	2	10	0	2	3	9	6	19	4	2	5	14	5	6	4	24	19	7	4	23	3	12	4	7	9	2	8	9	3	0	8	6	1	8	10	40	3	2	10	0	4	3	10	3	8	8	0	6	2	7	24	8	18	4	0	4	4	1	4	8	100	0	8	4	2	1	29	8	5	1	6	5	1	1	8	5	9	8	5	4	3	13	1	5	3	3	5	7	6	9	2	4	8	0	2	8	4	8	3	5	10	2	3	5	8	26	2	3	3	8	0	9	0	11	8	12	11	7	3	3	3	5	1	9	10	6	2	17	8	2	10	7	3	5	2	0	8	18	6	6	1	6	10	4	12	2	0	4	2	0	0	9	3	1	4	7	7	5	6	2	6	8	1	10	5	16	1	2	20	7	3	2	3	5	1	0	1	1	6	9	2	3	4	1	6	7	1	0	0	2	0	4	12	1	7	2	3	1	5	0	11	1	6	10	4	2	1	0	0	2	1	4	6	3	10	7	2	9	2	4	11	2	5	0	7	0	1	25	11	6	6	2	6	4	6	1	2	15	2	0	3	1	2	5	2	2	3	9	7	5	1	2	5	1	17	1	4	2	4	2	4	0	10	1	4	2	0	7	3	7	2	0	1	4	8	1	6	2	4	1	15	0	4	11	12	15	3	0	7	8	5	0	6	1	0	7	0	5	5	0	2	1	2	0	3	0	1	1	8	3	4	2	0	7	3	3	0	7	3	3	5	6	5	3	1	0	4	3	6	1	6	1	0	3	2	3	1	5	9	2	4	4	5	3	3	10	0	1	1	2	16	12	0	4	4	3	5	3	1	2	0
Joi Ito's Web	0	0	1	0	1	0	0	0	4	1	2	0	1	0	0	0	2	0	0	0	0	0	1	3	1	3	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	5	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	3	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	1	2	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
SpikedHumor - Today's Videos and Pictures	2	2	1	2	2	2	0	0	9	3	1	3	5	4	2	2	3	2	1	2	0	4	2	0	2	2	1	0	0	0	1	0	1	3	15	0	3	1	4	1	6	0	2	0	1	2	2	4	0	0	5	2	2	1	4	0	3	1	0	1	1	0	2	1	0	3	2	2	3	4	0	3	1	2	5	2	1	1	0	2	0	0	1	0	1	0	0	2	5	0	0	1	0	5	1	3	0	0	0	1	2	4	1	0	1	2	1	0	7	0	0	1	0	1	3	0	0	2	0	0	2	2	0	0	0	3	3	1	2	1	3	0	0	2	0	2	1	0	0	2	0	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	4	6	3	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	1	2	0	0	6	1	0	0	0	0	1	1	0	0	0	0	2	0	0	2	4	1	1	2	0	0	0	1	1	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	1	1	1	5	1	0	1	0	0	3	1	0	1	1	0	0	3	0	0	0	0	0	1	1	0	1	0	1	2	1	1	0	0	3	3	0	0	1	1	0	0	0	1	0	3	0	1	1	0	0	1	0	0	0	0	2	2	2	0	0	0	3	0	0	0	0	0	0	1	4	1	0	2	1	1	3	1	0	3	2	0	102	0	0	1	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	2	4	0	0	0	0	1	1	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	1	0	0	2	0	5	4	0	2	0	0	1	0	1	0	2	1	1	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	3	1	1	0	0	0	1	0	0	0	0	0	1	2	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	1	0	2	0	0	1	0	0	3	0	1	1	0	0	0	2	0	0	0	0	0	1	0
456 Berea Street	2	2	6	5	1	0	0	2	0	1	0	1	2	4	5	4	3	5	3	0	9	0	1	10	1	2	1	3	1	4	4	1	0	1	0	0	2	5	1	1	1	0	1	0	5	2	3	0	1	0	4	0	3	1	0	1	4	0	1	0	1	1	2	0	0	1	0	2	0	8	2	3	1	0	6	1	0	0	0	1	0	0	0	4	0	0	1	12	1	3	0	4	1	1	3	2	1	1	0	1	0	0	1	1	0	0	2	1	2	0	0	0	1	0	3	2	0	0	0	0	0	2	7	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	2	0	1	0	1	2	1	0	0	0	1	1	2	0	5	0	3	0	0	0	0	0	2	0	0	0	1	2	0	6	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	1	1	0	0	5	2	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	4	0	0	1	3	0	1	2	0	0	1	0	0	6	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	2	0	18	0	0	0	0	2	0	0	0	0	0	1	1	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	3	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
The Full Feed from HuffingtonPost.com	2	2	6	2	2	2	1	1	1	0	3	3	1	2	1	3	2	1	0	0	0	2	2	16	1	1	0	1	1	3	0	1	1	0	6	1	1	0	2	1	1	2	3	1	1	1	3	3	1	2	0	0	0	2	1	1	1	0	2	1	1	2	1	0	1	0	4	2	6	0	2	2	2	1	0	0	0	1	1	1	1	6	0	3	1	1	0	1	0	1	0	1	1	1	0	0	0	2	1	0	2	1	0	0	1	0	0	1	0	0	4	1	1	2	0	1	0	1	3	1	1	0	0	0	0	0	2	0	1	3	0	2	0	0	1	0	1	0	3	1	1	3	1	2	0	0	1	0	0	1	1	0	0	0	0	1	0	3	3	0	0	1	2	0	1	1	0	6	1	0	0	1	1	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	1	0	1	0	0	2	2	1	0	1	0	0	2	0	2	0	2	1	0	0	1	0	0	1	4	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	3	0	0	0	0	0	0	1	1	0	0	1	2	0	0	2	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	1	1	0	1	2	1	0	1	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	3	0	1	3	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	4	5	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	2	1	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	1	0	0	0	2	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	3	2	0	3	1	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	3	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Pharyngula	0	1	1	1	0	1	0	0	0	3	0	0	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	2	3	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Creating Passionate Users	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	2	0	1	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	5	0	1	0	0	0	0	0	2	1	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TechCrunch	3	1	2	4	11	1	10	2	1	4	1	0	5	5	3	4	2	5	7	1	6	1	5	0	4	1	1	2	0	0	4	2	1	4	3	3	10	3	5	2	2	3	3	2	2	2	2	1	3	1	0	3	0	1	4	3	1	21	2	0	3	0	3	0	1	2	0	2	2	6	0	1	4	0	2	0	1	1	1	1	0	1	3	2	3	6	2	3	2	1	1	0	1	1	1	0	1	1	10	1	8	0	0	2	2	0	0	0	7	4	3	0	1	2	1	2	2	3	2	3	0	2	0	1	0	6	1	2	0	1	1	2	0	0	5	1	1	0	15	3	1	2	0	3	2	2	1	14	0	1	1	0	1	2	3	3	0	0	1	0	1	2	2	1	3	2	2	6	1	4	3	2	1	2	1	3	1	0	0	1	0	0	1	1	2	0	0	2	2	0	0	1	1	0	0	2	3	0	0	0	2	0	2	1	0	3	4	0	2	2	1	1	1	0	2	13	1	0	2	2	2	2	6	0	0	1	0	0	5	0	0	2	0	2	1	0	2	1	1	1	0	1	0	1	0	0	0	1	0	1	1	4	2	1	0	0	0	0	0	2	3	2	1	0	3	1	1	0	0	1	1	0	1	1	2	0	0	0	1	0	0	2	3	2	0	1	5	0	1	1	0	0	1	2	0	1	0	3	0	1	0	1	1	1	2	1	3	4	0	0	0	0	0	1	5	3	1	0	1	0	0	3	0	1	0	0	0	0	2	0	0	1	0	1	0	0	3	0	0	0	1	0	4	4	0	0	1	0	0	0	0	1	0	5	2	0	0	4	0	3	0	2	0	3	3	3	0	0	0	0	2	3	1	1	0	2	0	0	4	0	2	0	1	2	0	0	1	3	0	3	0	2	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	1	0	3	6	0	5	0	1	2	1	0	0	4	0	0	0	0	3	0	0	4	2	0	5	0	0	1	0	0	0	1	0	0	1	0	2	1	0	1	0	2	0	1	0	0	2	0	5	0	0	0	1	0	0	3	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
CNN.com - Top Stories	4	5	4	6	3	2	3	11	11	1	11	2	0	5	0	1	0	0	0	1	3	4	0	0	3	2	2	5	1	0	0	3	10	0	3	3	0	3	0	5	0	2	1	2	7	2	0	1	1	1	2	0	2	1	0	0	0	0	2	1	1	2	1	1	0	0	0	3	1	0	1	0	0	0	6	0	1	0	0	5	3	22	3	0	2	1	0	0	3	2	2	0	2	1	0	0	3	2	0	2	0	0	0	4	2	0	1	2	0	2	1	0	1	0	1	0	2	0	0	0	2	0	0	3	0	0	0	4	1	1	0	3	2	0	0	1	1	3	1	2	2	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	5	0	0	1	0	2	3	5	1	1	14	0	0	3	0	1	1	0	2	6	2	0	0	0	1	0	5	1	1	0	0	2	0	0	0	2	1	0	0	0	1	0	5	0	4	3	8	0	6	2	2	0	2	0	0	0	2	1	0	0	2	0	0	2	1	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	1	1	1	0	0	1	2	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	1	0	0	4	0	4	0	0	1	2	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	3	1	0	2	0	2	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Steve Pavlina's Personal Development Blog	1	1	0	0	1	1	1	0	0	6	2	0	0	1	0	6	2	0	2	0	1	1	1	10	2	0	0	0	1	2	1	1	1	0	0	1	1	3	8	0	1	1	1	0	0	1	1	1	0	1	2	0	1	3	0	1	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	2	0	0	1	0	1	1	0	1	2	0	0	0	0	3	0	1	0	6	0	0	0	0	0	0	4	1	2	1	1	2	0	0	1	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	8	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	2	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Topix Blog	0	1	0	3	0	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	1	5	0	0	1	0	0	4	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	21	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	3	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
kottke.org	5	12	11	9	6	9	3	6	18	5	7	4	6	12	4	3	2	12	3	5	1	3	3	3	2	0	3	8	9	2	2	4	13	6	19	17	6	0	5	12	3	2	5	4	3	3	2	1	3	4	5	2	1	1	6	2	4	11	4	3	3	6	3	0	2	6	2	2	1	2	3	5	2	4	2	1	2	1	3	0	0	2	3	2	1	1	2	0	4	4	1	4	3	1	0	6	8	2	0	3	3	2	1	5	1	7	0	3	1	1	0	4	3	2	1	2	3	1	0	4	6	4	5	5	0	1	1	2	2	5	2	2	1	0	3	3	0	4	1	2	0	4	0	2	3	0	2	1	6	11	7	0	3	2	0	2	2	0	0	0	1	0	2	0	2	3	2	2	4	0	4	2	2	1	0	1	4	0	1	1	0	1	5	2	2	1	2	1	4	2	4	0	1	3	0	3	0	1	2	186	0	1	2	4	2	2	2	1	11	1	5	4	1	0	6	0	1	5	1	0	1	2	3	5	0	1	0	1	1	6	1	1	0	0	1	3	0	1	0	1	4	3	1	2	0	1	1	0	1	1	0	1	1	0	0	3	2	4	2	1	0	1	0	1	1	8	0	4	0	1	0	0	3	0	1	1	1	1	1	1	2	3	2	0	1	2	1	0	0	1	4	0	4	0	2	0	1	0	0	2	1	0	2	1	0	2	0	0	1	0	2	2	1	0	0	0	4	1	4	0	0	2	2	1	3	0	2	2	2	3	0	2	0	2	3	0	1	1	2	1	5	1	1	1	0	1	0	0	3	3	1	1	0	0	2	0	2	1	0	1	0	0	1	4	0	0	0	1	0	0	1	6	4	5	0	1	0	2	1	0	0	2	1	0	1	0	2	3	1	0	1	2	0	0	2	3	1	2	0	0	0	0	0	0	2	0	2	3	1	0	0	0	1	1	0	0	1	1	1	1	0	2	0	0	0	0	0	1	1	1	1	0	1	3	1	2	0	0	0	0	5	1	3	0	0	1	2	0	0	1	1	1	3	11	0	2	1	1	0	1	0	2	0	0	1	0	0	1	0	0	1	3	2	1	4	0	0	2	0	1	0	2	0	1	1	0	3	3	1	0	0	1	1	0	0	1	0	1	0	0
